search_term,status,campaign_name,ad_group_name,impressions,clicks,ctr,cost,conversions,cost_per_conversion
preparación para endoscopia,NONE,Endoscopia,Endoscopy - Core,3,1,0.3333,60.77,0,
pancolonoscopia que es,NONE,Colonoscopia,Colonoscopy - Core,2,1,0.5,60.34,0,
colonoscopia en merida yucatan,ADDED,Colon Max Conversions,Colonoscopy - Core,5,3,0.6,60.27,3,20.09
precios de endoscopia,NONE,Endoscopia,Endoscopy Prices,6,2,0.3333,60.1,0,
colonoscopia en mujeres,NONE,Colon Max Conversions,Colonoscopy - Core,9,1,0.1111,59.75,0,
cómo se hace una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,13,1,0.0769,59.71,0,
procedimiento colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,1,0.3333,59.68,0,
cómo se hace el estudio de la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,6,1,0.1667,59.64,0,
cuanto dura la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,1,0.5,59.56,0,
cual es la preparación para una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,1,0.3333,59.46,0,
cuanto dura un estudio de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,1,0.5,58.98,0,
operación de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,4,1,0.25,58.97,0,
colonoscopia y endoscopia,NONE,Colonoscopia,Colonoscopy - Core,23,2,0.087,58.76,0,
que precio tiene una colonoscopia,NONE,Colonoscopia,Colonoscopy - Pricing,4,1,0.25,58.58,0,
qué es la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,16,1,0.0625,58.58,0,
que es la colonoscopia y como se realiza,NONE,Colon Max Conversions,Colonoscopy - Core,2,2,1,58.58,0,
que es un colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,1,0.5,58.17,0,
panendoscopia donde realizar,NONE,Endoscopia,Endoscopy - Core,3,2,0.6667,58.09,0,
costo de una colonoscopia en mexico,NONE,Colonoscopia,Colonoscopy - Pricing,5,3,0.6,58.03,0,
endoscopia estomago,NONE,Endoscopia,Endoscopy - Core,5,2,0.4,58.03,0,
cómo se llama el estudio para ver el estómago,NONE,Endoscopia,Endoscopy - Core,2,1,0.5,57.97,0,
endoscopia de vias digestivas altas,NONE,Endoscopia,Endoscopy - Core,3,2,0.6667,57.92,0,
endoscopia precio chopo,NONE,Endoscopia,Endoscopy Prices,13,2,0.1538,57.75,0,
endoscopia y colonoscopia,NONE,Endoscopia,Endoscopy - Core,8,1,0.125,57.71,0,
telescopia medica precio,NONE,Endoscopia,Endoscopy Prices,4,2,0.5,57.2,0,
esofagogastroduoendoscopia,NONE,Endoscopia,Endoscopy - Core,4,2,0.5,57.14,0,
cuál es el precio de la endoscopia,NONE,Endoscopia,Endoscopy Prices,3,2,0.6667,56.91,0,
costo colonoscopia chopo,NONE,Colonoscopia,Colonoscopy - Pricing,2,1,0.5,56.81,0,
endoscopia mérida,NONE,Endoscopia,Endoscopy - Core,8,4,0.5,56.54,0.8333,67.84
cuanto cuesta una endoscopia de estomago,NONE,Endoscopia,Endoscopy Prices,5,2,0.4,56.33,0,
precio de una colonoscopia en mexico,NONE,Colonoscopia,Colonoscopy - Pricing,3,2,0.6667,56.12,0,
donde se hace una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,2,2,56.12,0,
polipos colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,1,0.5,56.09,0,
para qué sirve una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,6,1,0.1667,56.07,0,
bandas para hemorroides,NONE,Hemorroides,Hemorroides - Core,2,1,0.5,56.06,0,
colangiopancreatografía retrógrada endoscópica,NONE,CPRE,CPRE - Core,28,2,0.0714,55.96,0,
que precio tiene una endoscopia en salud digna,NONE,Endoscopia,Endoscopy Prices,23,2,0.087,55.64,0,
endoscopia con sedación,NONE,Endoscopia,Endoscopy - Core,2,1,0.5,55.56,1,55.56
para que se hace una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,1,0.3333,55.28,0,
colonoscopia en mexico,NONE,Colonoscopia,Colonoscopy - Pricing,3,2,0.6667,55.08,0,
como se llama el estudio para el colon,NONE,Colonoscopia,Colonoscopy - Core,3,1,0.3333,54.88,0,
cuidados antes de una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,1,0.5,54.76,0,
examen del colon como se llama,NONE,Colonoscopia,Colonoscopy - Core,4,1,0.25,54.35,0,
colonoscopia la diverticulosis es cáncer,NONE,Colonoscopia,Colonoscopy - Core,4,1,0.25,54.34,0,
operación cepre,NONE,CPRE,CPRE - Core,2,1,0.5,54.13,0,
estudio de endoscopia,ADDED,Endoscopia,Endoscopy - Core,11,1,0.0909,53.78,0,
requisitos para endoscopia gastrica,NONE,Endoscopia,Endoscopy - Core,2,1,0.5,53.75,0,
cuanto cuesta colonoscopia,ADDED,Colon Max Conversions,Colonoscopy - Pricing,2,1,0.5,53.72,0,
como se hace el estudio del colon,NONE,Colonoscopia,Colonoscopy - Core,1,1,1,53.67,0,
sigmoidoscopia o colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,1,0.5,53.61,0,
cepre endoscopia,NONE,CPRE,CPRE - Core,3,2,0.6667,53.48,0,
ultrasonido endoscopico pancreas,NONE,Endoscopia,Endoscopy - Core,2,1,0.5,53.47,0,
quien hace la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,10,1,0.1,53.27,0,
operacion de ano por hemorroides,NONE,Hemorroides,Hemorroides - Core,2,1,0.5,52.81,0,
conoscopia,NONE,Colonoscopia,Colonoscopy - Core,6,1,0.1667,52.71,0,
cuánto tiempo tarda una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,5,1,0.2,52.7,0,
colangiopancreatografía retrógrada endoscópica cpre,NONE,CPRE,CPRE - Core,5,1,0.2,52.48,0,
como es una endoscopia,NONE,Endoscopia,Endoscopy - Core,10,1,0.1,52.48,0.3333,157.44
endoscopia salud digna precio,NONE,Endoscopia,Endoscopy Prices,9,2,0.2222,52.42,0.4989,105.08
colon endoscopia como se hace,NONE,Colonoscopia,Colonoscopy - Core,1,1,1,52.35,0,
precio de estudio endoscopia en salud digna,NONE,Endoscopia,Endoscopy Prices,2,1,0.5,52.34,0,
cuanto sale la endoscopia,NONE,Endoscopia,Endoscopy Prices,2,1,0.5,52.32,0,
como se ase la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,1,0.5,52.04,0,
ligadura de várices esofágicas cuidados,NONE,Ligadura Esofagica,Ligadura Esofagica,2,1,0.5,51.91,0,
costo de la endoscopia,NONE,Endoscopia,Endoscopy Prices,10,2,0.2,51.49,0,
costos de colonoscopia en salud digna,NONE,Colonoscopia,Colonoscopy - Pricing,1,1,1,51.45,0,
ligadura de hemorroides internas,NONE,Hemorroides,Hemorroides - Core,4,1,0.25,51.25,1,51.25
qué significa colonoscopía,NONE,Colonoscopia,Colonoscopy - Core,2,1,0.5,51.17,0,
instituto de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,2,0.6667,51.12,0,
precio de colonoscopia en monterrey,NONE,Colonoscopia,Colonoscopy - Pricing,3,2,0.6667,51.05,0,
colonoscopia chopo,NONE,Colonoscopia,Colonoscopy - Core,9,2,0.2222,50.91,0.3333,152.73
que se detecta con la endoscopia,NONE,Endoscopia,Endoscopy - Core,2,1,0.5,50.9,0,
cuanto tarda una endoscopia,NONE,Endoscopia,Endoscopy - Core,20,1,0.05,50.85,0,
endoscopia diagnóstica y terapéutica,NONE,Endoscopia,Endoscopy - Core,20,2,0.1,50.81,0.25,203.24
preparación colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,1,0.3333,50.67,0,
endoscopia sin dolor,NONE,Endoscopia,Endoscopy - Core,1,1,1,50.66,0,
estudio del estómago,NONE,Endoscopia,Endoscopy - Core,5,1,0.2,50.63,0,
cuánto cuesta hacerse una colonoscopia,NONE,Colonoscopia,Colonoscopy - Pricing,2,2,1,50.56,0,
qué cuesta una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Pricing,1,1,1,50.56,0,
colonoscopia en cancun,NONE,Colonoscopia,Colonoscopy - Core,4,1,0.25,50.26,0,
precio de endoscopia gastrointestinal,NONE,Endoscopia,Endoscopy Prices,2,2,1,50.25,0,
estudio de colonoscopia precio,NONE,Colon Max Conversions,Colonoscopy - Pricing,3,2,0.6667,50.19,1,50.19
cuando es necesario hacerse una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,6,1,0.1667,50.06,0,
endoscopia digestiva superior,NONE,Endoscopia,Endoscopy - Core,2,2,1,49.76,0,
cuanto dura una endoscopia,NONE,Endoscopia,Endoscopy - Core,7,1,0.1429,49.6,0,
endoscopia y colonoscopia es lo mismo,NONE,Colonoscopia,Colonoscopy - Core,5,1,0.2,49.5,0,
colonoscopia virtual salud digna,NONE,Colonoscopia,Colonoscopy - Core,12,1,0.0833,48.67,0,
estudio del colon como se llama,NONE,Colonoscopia,Colonoscopy - Core,13,1,0.0769,48.49,0,
cuánto cuesta una gastroscopia,NONE,Endoscopia,Endoscopy Prices,2,1,0.5,48.48,0,
qué precio tiene una colonoscopia en salud digna,NONE,Colon Max Conversions,Colonoscopy - Pricing,4,1,0.25,48.37,0,
como se hace el estudio de colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,1,0.5,48.33,0,
cuanto cuesta un endoscopia,NONE,Endoscopia,Endoscopy Prices,2,1,0.5,48.29,0,
esofagogastroduodenoscopia para que sirve,NONE,Endoscopia,Endoscopy - Core,3,1,0.3333,48.19,0,
donde se puede realizar una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,4,1,0.25,47.98,0,
laboratorios colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,4,1,0.25,47.64,0.333,143.06
endoscopia de colon,NONE,Colonoscopia,Colonoscopy - Core,2,1,0.5,47.55,0,
panendoscopia y colonoscopia es lo mismo,NONE,Colonoscopia,Colonoscopy - Core,2,1,0.5,47.54,0,
como se hace la colonoscopia en hombres,NONE,Colonoscopia,Colonoscopy - Core,2,1,0.5,47.48,0,
costo de una endoscopia gastrica en salud digna,NONE,Endoscopia,Endoscopy Prices,2,2,1,47.3,0,
te sedan para una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,1,0.5,47.26,0,
cepre operacion,NONE,Endoscopia,Endoscopy - Core,3,1,0.3333,47.11,0,
cpre que es,NONE,Endoscopia,Endoscopy - Core,28,1,0.0357,47.08,0,
como pedir una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,1,1,46.98,0,
preparacion para colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,24,1,0.0417,46.82,0,
endoscopia con toma de biopsia precio,NONE,Endoscopia,Endoscopy Prices,6,2,0.3333,46.76,0,
cuanto tarda la endoscopia,NONE,Endoscopia,Endoscopy - Core,3,1,0.3333,46.65,0,
donde me puedo hacer una endoscopia,NONE,Endoscopia,Endoscopy - Core,6,2,0.3333,46.55,1,46.55
varices en la garganta,NONE,Ligadura Esofagica,Ligadura Esofagica,2,1,0.5,46.29,0,
pandoscopia,NONE,Endoscopia,Endoscopy - Core,15,1,0.0667,46.19,0,
cuanto cuesta la endoscopia,NONE,Endoscopia,Endoscopy Prices,12,1,0.0833,46.19,0,
la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,4,1,0.25,46.06,0,
que se necesita para una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,6,1,0.1667,46.05,0,
examen endoscopia,NONE,Endoscopia,Endoscopy - Core,3,1,0.3333,46.03,0,
panendoscopia que detecta,NONE,Endoscopia,Endoscopy - Core,4,1,0.25,45.95,0,
cuanto cuesta una endoscopia en el chopo,NONE,Endoscopia,Endoscopy Prices,1,2,2,45.82,0.6667,68.73
requisitos para endoscopia,NONE,Endoscopia,Endoscopy - Core,4,1,0.25,45.79,1,45.79
cuanto tiempo dura la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,1,0.5,45.72,0,
serie esofagogastroduodenal precio chopo,NONE,Endoscopia,Endoscopy Prices,5,1,0.2,45.45,0,
donde hacer colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,4,2,0.5,45.28,1,45.28
la endoscopia se hace en ayunas,NONE,Endoscopia,Endoscopy - Core,3,1,0.3333,45.17,0,
para que sirve endoscopia,NONE,Endoscopia,Endoscopy - Core,1,1,1,45.16,0,
que es la panendoscopia,NONE,Endoscopia,Endoscopy - Core,24,1,0.0417,45.07,0,
endoscopia cuantas horas de ayuno,NONE,Endoscopia,Endoscopy - Core,3,1,0.3333,44.77,0,
especialista en colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,1,1,44.68,0,
como es el procedimiento de una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,4,1,0.25,44.6,0,
como se realiza una panendoscopia,NONE,Endoscopia,Endoscopy - Core,2,1,0.5,44.41,0,
cómo es el estudio de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,1,1,44.12,0,
precios de colonoscopia,NONE,Colonoscopia,Colonoscopy - Pricing,3,3,1,44.07,0,
es peligroso la colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,1,0.5,44.03,0,
que es una endoscopia digestiva,NONE,Endoscopia,Endoscopy - Core,19,1,0.0526,43.88,0,
precio de un endoscopia,NONE,Endoscopia,Endoscopy Prices,2,1,0.5,43.88,0,
examen del colon en mujeres,NONE,Colonoscopia,Colonoscopy - Core,11,1,0.0909,43.71,0,
precio de una colonoscopia en chopo,NONE,Colonoscopia,Colonoscopy - Pricing,3,1,0.3333,43.33,0,
dr luis fernando peniche gallareta,NONE,Endoscopia,Endoscopy - Core,6,1,0.1667,43.28,0,
por donde te hacen la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,1,0.5,43.16,0,
cuanto cuesta hacer una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Pricing,1,1,1,43.09,0,
en salud digna hacen el estudio de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,6,3,0.5,42.97,1,42.97
que precio tiene la endoscopia,NONE,Endoscopia,Endoscopy Prices,3,1,0.3333,42.95,0,
cuanto cuesta una endoscopia gastrica,NONE,Endoscopia,Endoscopy Prices,4,2,0.5,42.94,0,
cuánto tarda la endoscopia,NONE,Endoscopia,Endoscopy - Core,4,1,0.25,42.89,0,
almorranas operacion,NONE,Hemorroides,Hemorroides - Core,2,2,1,42.88,0,
que es el cepre,NONE,Endoscopia,Endoscopy - Core,2,1,0.5,42.86,0,
cuánto tiempo dura una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,1,0.3333,42.73,0,
colonoscopia donde se realiza,NONE,Colonoscopia,Colonoscopy - Core,3,1,0.3333,42.72,0,
como se hace la endoscopia,NONE,Endoscopia,Endoscopy - Core,8,1,0.125,42.69,0,
tiempo de duración de una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,1,0.5,42.68,0,
cuanto dura una colonoscopia con sedación,NONE,Colonoscopia,Colonoscopy - Core,7,1,0.1429,42.55,0,
gastroscopia,NONE,Endoscopia,Endoscopy - Core,30,1,0.0333,42.52,0,
endoscopia hospital angeles,NONE,Endoscopia,Endoscopy - Core,2,1,0.5,42.33,0,
biopsia endoscopia,NONE,Endoscopia,Endoscopy - Core,10,1,0.1,42.26,0,
precio de colonoscopia en chopo,NONE,Colonoscopia,Colonoscopy - Pricing,3,2,0.6667,42.06,0,
en qué consiste la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,4,1,0.25,42.04,0,
precio de colonoscopia en similares,NONE,Colonoscopia,Colonoscopy - Pricing,10,1,0.1,41.82,0,
endoscopia salud digna precios,NONE,Endoscopia,Endoscopy Prices,3,2,0.6667,41.79,0,
panendoscopía,NONE,Endoscopia,Endoscopy - Core,5,1,0.2,41.6,0,
cuando se hace la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,1,0.5,41.45,0,
colonoscopia y endoscopia precio,NONE,Colonoscopia,Colonoscopy - Pricing,7,1,0.1429,41.43,0,
colonoscopia costo salud digna,NONE,Colonoscopia,Colonoscopy - Pricing,2,1,0.5,41.18,0,
valor de una colonoscopia,NONE,Colonoscopia,Colonoscopy - Pricing,2,1,0.5,41.15,0,
colonoscopia con argon plasma,NONE,Colonoscopia,Colonoscopy - Core,2,1,0.5,41.1,0,
que es la colonoscopia y para que sirve,NONE,Colonoscopia,Colonoscopy - Core,6,1,0.1667,41.01,0,
endoscopia gastroduodenal,NONE,Endoscopia,Endoscopy - Core,2,1,0.5,40.99,0,
endoscopia precios,NONE,Endoscopia,Endoscopy Prices,10,2,0.2,40.99,1,40.99
en que consiste una endoscopia digestiva,NONE,Endoscopia,Endoscopy - Core,2,1,0.5,40.96,0,
cuanto cuesta un colonoscopia,NONE,Colonoscopia,Colonoscopy - Pricing,2,1,0.5,40.94,0,
endoscopia alta y baja,NONE,Endoscopia,Endoscopy - Core,2,1,0.5,40.79,0,
cuanto cuesta una capsula endoscopica,NONE,Endoscopia,Endoscopy Prices,1,1,1,40.74,0,
cuanto cuesta una gastroscopia,NONE,Endoscopia,Endoscopy Prices,1,1,1,40.58,0,
cuanto cobran por una endoscopia,NONE,Endoscopia,Endoscopy Prices,2,1,0.5,40.49,0,
endoscopia con ligadura,NONE,Ligadura Esofagica,Ligadura Esofagica,2,1,0.5,40.44,0,
estudios de colonoscopia en salud digna,NONE,Colonoscopia,Colonoscopy - Core,2,2,1,40.39,0,
hacen colonoscopia en el imss,NONE,Colonoscopia,Colonoscopy - Core,1,1,1,40.19,0,
precio de examen colonoscopia,NONE,Colonoscopia,Colonoscopy - Pricing,1,1,1,40.04,0,
cómo se hace el colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,1,0.5,39.97,0,
esófago gastro duodenoscopia,NONE,Endoscopia,Endoscopy - Core,2,1,0.5,39.94,0,
dónde hacer una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,1,1,39.85,0,
que tan riesgosa es una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,1,1,39.72,0,
endoscopia precio cdmx,NONE,Endoscopia,Endoscopy Prices,2,1,0.5,39.72,0,
lugares donde se hacen endoscopia,NONE,Endoscopia,Endoscopy - Core,2,2,1,39.57,0,
colonoscopia cerca de mi,NONE,Colonoscopia,Colonoscopy - Core,4,2,0.5,39.49,0,
precios de la endoscopia,NONE,Endoscopia,Endoscopy Prices,3,1,0.3333,39.46,0,
endoscopia precio villahermosa,NONE,Endoscopia,Endoscopy Prices,3,1,0.3333,39.25,0,
qué costo tiene una endoscopia,NONE,Endoscopia,Endoscopy Prices,2,2,1,39.1,0,
estudio para el estomago con camara,NONE,Endoscopia,Endoscopy - Core,1,1,1,39.07,0,
como es la endoscopia al estomago,NONE,Endoscopia,Endoscopy - Core,2,1,0.5,38.97,0,
